OID_,ShallowFlag,DatabaseVersion,DatasetID,CatalogNumber,SampleID,TrackingID,ImageURL,HighlightImageURL,Citation,Repository,ScientificName,VerbatimScientificName,VernacularNameCategory,VernacularName,TaxonRank,AphiaID,LifeScienceIdentifier,Phylum,Class,Subclass,Order_,Suborder,Family,Subfamily,Genus,Subgenus,Species,Subspecies,ScientificNameAuthorship,TypeStatus,OperationalTaxonomicUnit,Morphospecies,CombinedNameID,Synonyms,IdentificationComments,IdentifiedBy,IdentificationDate,IdentificationQualifier,IdentificationVerificationStatus,AssociatedSequences,Ocean,LargeMarineEcosystem,Country,FishCouncilRegion,Locality,latitude__degrees_north_,longitude__degrees_east_,DepthInMeters__m_,DepthMethod,MinimumDepthInMeters__m_,MaximumDepthInMeters__m_,LocationComments,ObservationDate,ObservationYear,ObservationTime,SurveyID,Vessel,PI,PIAffiliation,Purpose,SurveyComments,Station,EventID,SamplingEquipment,VehicleName,SampleAreaInSquareMeters__m_2_,footprintWKT,footprintSRS,IndividualCount,CategoricalAbundance,Density,Cover__percent_,VerbatimSize,MinimumSize__cm_,MaximumSize__cm_,WeightInKg__kg_,Condition,AssociatedTaxa,OccurrenceComments,StartLatitude__degrees_north_,StartLongitude__degrees_east_,EndLatitude__degrees_north_,EndLongitude__degrees_east_,VerbatimLatitude,VerbatimLongitude,LocationAccuracy__m_,NavType,OtherData,Habitat,Substrate,CMECSGeoForm,CMECSSubstrate,CMECSBiotic,Temperature__degrees_Celsius_,Salinity__PSU_,Oxygen__mg_L_,pH,pHscale,pCO2__microatmosphere_,TA__micromol_kg_,DIC__micromol_kg_,RecordType,DataProvider,DataContact,Modified,WebSite,EntryDate,Reporter,ReporterEmail,ReporterComments,gisCRMDepth__m_,gisGEBCODepth__m_,gisEtopoDepth__m_,gisMEOW,SynonymSearchProxy,DEPTH,BACKSCATTER,SLOPE,ASPECT,SST,NORTHNESS,EASTNESS
62,0,20210803-0,DWH_NRDA_WS-14-06,586832,84,NA,NA,NA,"Etnoyer et al. 2015. Decline in condition of gorgonian octocorals on mesophotic reefs in the northern Gulf of Mexico: before and after the Deepwater Horizon oil spill. Coral Reefs. Volume 35, Issue 1, pp 77-90.","NOAA, National Centers for Coastal Ocean Science",Thesea nivea,NA,gorgonian coral,NA,species,418857,urn:lsid:marinespecies.org:taxname:418857,Cnidaria,Anthozoa,Octocorallia,Alcyonacea,Holaxonia,Plexauridae,NA,Thesea,NA,nivea,NA,"Deichmann, 1936",NA,-999,NA,NA,NA,NA,"Wickes, Leslie | Dubick, JD | Frometa, Janessy",2015,ID by expert from video,-999,NA,North Atlantic,Gulf of Mexico,USA,Gulf of Mexico,Alabama Alps Reef,29.25158,-88.33795,73,averaged,72,74,ObservationTime is start time of transect | Latitude/Longitude calculated using Midpoint Formula | Difference from ETOPO1: 23.00 m,6/30/14 0:00,2014,14:49:58,,Walton Smith R/V,"Etnoyer, Peter","DOC, National Oceanic and Atomospheric Administration",Deepwater Horizon Natural Resource Damage Assessment,NA,NA,,ROV,Global Explorer MK3 DSR/V,-999,NA,NA,1,present,-999,NA,30-50 cm,30,50,-999,Live,NA,NA,29.25191,-88.33803,29.25126,-88.33787,NA,NA,20m,USBL,NA,NA,NA,NA,NA,NA,-999,-999,-999,-999,NA,-999,-999,-999,video observation,"NOAA, Office of Response and Restoration","Etnoyer, Peter: peter.etnoyer@noaa.gov",2/23/16 0:00,NA,8/30/16 0:00,"Wickes, Leslie",leslie.wickes@noaa.gov,NA,97,94,96,Northern Gulf of Mexico,Thesea nivea_NA,-73.253,181.609,0.2987649,32.4811707,20.1700001,0.484290605,0.874907201
63,0,20210803-0,DWH_NRDA_WS-14-06,586833,4,NA,NA,NA,"Etnoyer et al. 2015. Decline in condition of gorgonian octocorals on mesophotic reefs in the northern Gulf of Mexico: before and after the Deepwater Horizon oil spill. Coral Reefs. Volume 35, Issue 1, pp 77-90.","NOAA, National Centers for Coastal Ocean Science",Thesea nivea,NA,gorgonian coral,NA,species,418857,urn:lsid:marinespecies.org:taxname:418857,Cnidaria,Anthozoa,Octocorallia,Alcyonacea,Holaxonia,Plexauridae,NA,Thesea,NA,nivea,NA,"Deichmann, 1936",NA,-999,NA,NA,NA,NA,"Wickes, Leslie | Dubick, JD | Frometa, Janessy",2015,ID by expert from video,-999,NA,North Atlantic,Gulf of Mexico,USA,Gulf of Mexico,Alabama Alps Reef,29.25093,-88.33877,72,averaged,71,72,ObservationTime is start time of transect | Latitude/Longitude calculated using Midpoint Formula | Difference from ETOPO1: 24.00 m,6/24/14 0:00,2014,14:42:37,,Walton Smith R/V,"Etnoyer, Peter","DOC, National Oceanic and Atomospheric Administration",Deepwater Horizon Natural Resource Damage Assessment,NA,NA,,ROV,Global Explorer MK3 DSR/V,-999,NA,NA,1,present,-999,NA,NA,-999,-999,-999,11-50% damaged,NA,NA,29.25072,-88.33866,29.25113,-88.33889,NA,NA,20m,USBL,NA,NA,NA,NA,NA,NA,-999,-999,-999,-999,NA,-999,-999,-999,video observation,"NOAA, Office of Response and Restoration","Etnoyer, Peter: peter.etnoyer@noaa.gov",2/23/16 0:00,NA,8/30/16 0:00,"Wickes, Leslie",leslie.wickes@noaa.gov,NA,98,94,96,Northern Gulf of Mexico,Thesea nivea_NA,-90.246,181.609,1.6845022,263.0287781,20.1700001,0.648636461,-0.761098378
64,0,20210803-0,DWH_NRDA_WS-14-06,586834,86,NA,NA,NA,"Etnoyer et al. 2015. Decline in condition of gorgonian octocorals on mesophotic reefs in the northern Gulf of Mexico: before and after the Deepwater Horizon oil spill. Coral Reefs. Volume 35, Issue 1, pp 77-90.","NOAA, National Centers for Coastal Ocean Science",Thesea nivea,NA,gorgonian coral,NA,species,418857,urn:lsid:marinespecies.org:taxname:418857,Cnidaria,Anthozoa,Octocorallia,Alcyonacea,Holaxonia,Plexauridae,NA,Thesea,NA,nivea,NA,"Deichmann, 1936",NA,-999,NA,NA,NA,NA,"Wickes, Leslie | Dubick, JD | Frometa, Janessy",2015,ID by expert from video,-999,NA,North Atlantic,Gulf of Mexico,USA,Gulf of Mexico,Alabama Alps Reef,29.25083,-88.33743,72,averaged,71,72,ObservationTime is start time of transect | Latitude/Longitude calculated using Midpoint Formula | Difference from ETOPO1: 24.00 m,6/30/14 0:00,2014,15:02:17,,Walton Smith R/V,"Etnoyer, Peter","DOC, National Oceanic and Atomospheric Administration",Deepwater Horizon Natural Resource Damage Assessment,NA,NA,,ROV,Global Explorer MK3 DSR/V,-999,NA,NA,2,present,-999,NA,NA,-999,-999,-999,NA,NA,NA,29.25102,-88.3374,29.25064,-88.33746,NA,NA,20m,USBL,NA,NA,NA,NA,NA,NA,-999,-999,-999,-999,NA,-999,-999,-999,video observation,"NOAA, Office of Response and Restoration","Etnoyer, Peter: peter.etnoyer@noaa.gov",2/23/16 0:00,NA,8/30/16 0:00,"Wickes, Leslie",leslie.wickes@noaa.gov,NA,97,94,96,Northern Gulf of Mexico,Thesea nivea_NA,-73.253,181.609,0.2987649,32.4811707,20.1700001,0.484290605,0.874907201
65,0,20210803-0,DWH_NRDA_WS-14-06,586835,8,NA,NA,NA,"Etnoyer et al. 2015. Decline in condition of gorgonian octocorals on mesophotic reefs in the northern Gulf of Mexico: before and after the Deepwater Horizon oil spill. Coral Reefs. Volume 35, Issue 1, pp 77-90.","NOAA, National Centers for Coastal Ocean Science",Thesea nivea,NA,gorgonian coral,NA,species,418857,urn:lsid:marinespecies.org:taxname:418857,Cnidaria,Anthozoa,Octocorallia,Alcyonacea,Holaxonia,Plexauridae,NA,Thesea,NA,nivea,NA,"Deichmann, 1936",NA,-999,NA,NA,NA,NA,"Wickes, Leslie | Dubick, JD | Frometa, Janessy",2015,ID by expert from video,-999,NA,North Atlantic,Gulf of Mexico,USA,Gulf of Mexico,Alabama Alps Reef,29.25251,-88.3393,71,averaged,70,71,ObservationTime is start time of transect | Latitude/Longitude calculated using Midpoint Formula | Difference from ETOPO1: 25.00 m,6/24/14 0:00,2014,16:09:56,,Walton Smith R/V,"Etnoyer, Peter","DOC, National Oceanic and Atomospheric Administration",Deepwater Horizon Natural Resource Damage Assessment,NA,NA,,ROV,Global Explorer MK3 DSR/V,-999,NA,NA,6,present,-999,NA,NA,-999,-999,-999,Live,NA,NA,29.25229,-88.33934,29.25274,-88.33926,NA,NA,20m,USBL,NA,NA,NA,NA,NA,NA,-999,-999,-999,-999,NA,-999,-999,-999,video observation,"NOAA, Office of Response and Restoration","Etnoyer, Peter: peter.etnoyer@noaa.gov",2/23/16 0:00,NA,8/30/16 0:00,"Wickes, Leslie",leslie.wickes@noaa.gov,NA,97,94,96,Northern Gulf of Mexico,Thesea nivea_NA,-84.428,182.638,0.8961204,239.3873444,20.1700001,0.810200209,0.58615324
66,0,20210803-0,DWH_NRDA_WS-14-06,586836,79,NA,NA,NA,"Etnoyer et al. 2015. Decline in condition of gorgonian octocorals on mesophotic reefs in the northern Gulf of Mexico: before and after the Deepwater Horizon oil spill. Coral Reefs. Volume 35, Issue 1, pp 77-90.","NOAA, National Centers for Coastal Ocean Science",Thesea nivea,NA,gorgonian coral,NA,species,418857,urn:lsid:marinespecies.org:taxname:418857,Cnidaria,Anthozoa,Octocorallia,Alcyonacea,Holaxonia,Plexauridae,NA,Thesea,NA,nivea,NA,"Deichmann, 1936",NA,-999,NA,NA,NA,NA,"Wickes, Leslie | Dubick, JD | Frometa, Janessy",2015,ID by expert from video,-999,NA,North Atlantic,Gulf of Mexico,USA,Gulf of Mexico,Alabama Alps Reef,29.25191,-88.33766,73,averaged,73,74,ObservationTime is start time of transect | Latitude/Longitude calculated using Midpoint Formula | Difference from ETOPO1: 23.00 m,6/30/14 0:00,2014,14:23:33,,Walton Smith R/V,"Etnoyer, Peter","DOC, National Oceanic and Atomospheric Administration",Deepwater Horizon Natural Resource Damage Assessment,NA,NA,,ROV,Global Explorer MK3 DSR/V,-999,NA,NA,5,present,-999,NA,NA,-999,-999,-999,Live,NA,NA,29.25154,-88.33742,29.25229,-88.3379,NA,NA,20m,USBL,NA,NA,NA,NA,NA,NA,-999,-999,-999,-999,NA,-999,-999,-999,video observation,"NOAA, Office of Response and Restoration","Etnoyer, Peter: peter.etnoyer@noaa.gov",2/23/16 0:00,NA,8/30/16 0:00,"Wickes, Leslie",leslie.wickes@noaa.gov,NA,96,94,96,Northern Gulf of Mexico,Thesea nivea_NA,-73.253,181.609,0.2987649,32.4811707,20.1700001,0.484290605,0.874907201
67,0,20210803-0,DWH_NRDA_WS-14-06,586837,89,NA,NA,NA,"Etnoyer et al. 2015. Decline in condition of gorgonian octocorals on mesophotic reefs in the northern Gulf of Mexico: before and after the Deepwater Horizon oil spill. Coral Reefs. Volume 35, Issue 1, pp 77-90.","NOAA, National Centers for Coastal Ocean Science",Thesea nivea,NA,gorgonian coral,NA,species,418857,urn:lsid:marinespecies.org:taxname:418857,Cnidaria,Anthozoa,Octocorallia,Alcyonacea,Holaxonia,Plexauridae,NA,Thesea,NA,nivea,NA,"Deichmann, 1936",NA,-999,NA,NA,NA,NA,"Wickes, Leslie | Dubick, JD | Frometa, Janessy",2015,ID by expert from video,-999,NA,North Atlantic,Gulf of Mexico,USA,Gulf of Mexico,Alabama Alps Reef,29.25144,-88.33881,72,averaged,72,73,ObservationTime is start time of transect | Latitude/Longitude calculated using Midpoint Formula | Difference from ETOPO1: 24.00 m,6/30/14 0:00,2014,15:22:34,,Walton Smith R/V,"Etnoyer, Peter","DOC, National Oceanic and Atomospheric Administration",Deepwater Horizon Natural Resource Damage Assessment,NA,NA,,ROV,Global Explorer MK3 DSR/V,-999,NA,NA,2,present,-999,NA,NA,-999,-999,-999,NA,NA,NA,29.25106,-88.33862,29.25182,-88.33899,NA,NA,20m,USBL,NA,NA,NA,NA,NA,NA,-999,-999,-999,-999,NA,-999,-999,-999,video observation,"NOAA, Office of Response and Restoration","Etnoyer, Peter: peter.etnoyer@noaa.gov",2/23/16 0:00,NA,8/30/16 0:00,"Wickes, Leslie",leslie.wickes@noaa.gov,NA,97,94,96,Northern Gulf of Mexico,Thesea nivea_NA,-90.246,181.609,1.6845022,263.0287781,20.1700001,0.648636461,-0.761098378
68,0,20210803-0,DWH_NRDA_WS-14-06,586840,41,NA,NA,NA,"Etnoyer et al. 2015. Decline in condition of gorgonian octocorals on mesophotic reefs in the northern Gulf of Mexico: before and after the Deepwater Horizon oil spill. Coral Reefs. Volume 35, Issue 1, pp 77-90.","NOAA, National Centers for Coastal Ocean Science",Thesea nivea,NA,gorgonian coral,NA,species,418857,urn:lsid:marinespecies.org:taxname:418857,Cnidaria,Anthozoa,Octocorallia,Alcyonacea,Holaxonia,Plexauridae,NA,Thesea,NA,nivea,NA,"Deichmann, 1936",NA,-999,NA,NA,NA,NA,"Wickes, Leslie | Dubick, JD | Frometa, Janessy",2015,ID by expert from video,-999,NA,North Atlantic,Gulf of Mexico,USA,Gulf of Mexico,Roughtongue Reef,29.43756,-87.57496,67,averaged,66,68,ObservationTime is start time of transect | Latitude/Longitude calculated using Midpoint Formula | Difference from ETOPO1: 15.00 m,6/28/14 0:00,2014,13:07:27,,Walton Smith R/V,"Etnoyer, Peter","DOC, National Oceanic and Atomospheric Administration",Deepwater Horizon Natural Resource Damage Assessment,NA,NA,,ROV,Global Explorer MK3 DSR/V,-999,NA,NA,1,present,-999,NA,10-30 cm,10,30,-999,11-50% damaged,NA,NA,29.43775,-87.57463,29.43737,-87.5753,NA,NA,20m,USBL,NA,NA,NA,NA,NA,NA,-999,-999,-999,-999,NA,-999,-999,-999,video observation,"NOAA, Office of Response and Restoration","Etnoyer, Peter: peter.etnoyer@noaa.gov",2/23/16 0:00,NA,8/30/16 0:00,"Wickes, Leslie",leslie.wickes@noaa.gov,NA,78,77,82,Northern Gulf of Mexico,Thesea nivea_NA,-73.942,177.943,1.4406441,172.5268402,19.9200001,-0.966195414,0.257810825
69,0,20210803-0,DWH_NRDA_WS-14-06,586841,102,NA,NA,NA,"Etnoyer et al. 2015. Decline in condition of gorgonian octocorals on mesophotic reefs in the northern Gulf of Mexico: before and after the Deepwater Horizon oil spill. Coral Reefs. Volume 35, Issue 1, pp 77-90.","NOAA, National Centers for Coastal Ocean Science",Thesea nivea,NA,gorgonian coral,NA,species,418857,urn:lsid:marinespecies.org:taxname:418857,Cnidaria,Anthozoa,Octocorallia,Alcyonacea,Holaxonia,Plexauridae,NA,Thesea,NA,nivea,NA,"Deichmann, 1936",NA,-999,NA,NA,NA,NA,"Wickes, Leslie | Dubick, JD | Frometa, Janessy",2015,ID by expert from video,-999,NA,North Atlantic,Gulf of Mexico,USA,Gulf of Mexico,Alabama Alps Reef,29.25199,-88.33903,72,reported,72,72,ObservationTime is start time of transect | Latitude/Longitude calculated using Midpoint Formula | Difference from ETOPO1: 24.00 m,7/1/14 0:00,2014,9:39:19,,Walton Smith R/V,"Etnoyer, Peter","DOC, National Oceanic and Atomospheric Administration",Deepwater Horizon Natural Resource Damage Assessment,NA,NA,,ROV,Global Explorer MK3 DSR/V,-999,NA,NA,4,present,-999,NA,NA,-999,-999,-999,Live,NA,NA,29.25167,-88.33892,29.2523,-88.33914,NA,NA,20m,USBL,NA,NA,NA,NA,NA,NA,-999,-999,-999,-999,NA,-999,-999,-999,video observation,"NOAA, Office of Response and Restoration","Etnoyer, Peter: peter.etnoyer@noaa.gov",2/23/16 0:00,NA,8/30/16 0:00,"Wickes, Leslie",leslie.wickes@noaa.gov,NA,97,94,96,Northern Gulf of Mexico,Thesea nivea_NA,-90.246,184.808,1.6845022,263.0287781,20.1700001,0.648636461,-0.761098378
70,0,20210803-0,DWH_NRDA_WS-14-06,586842,100,NA,NA,NA,"Etnoyer et al. 2015. Decline in condition of gorgonian octocorals on mesophotic reefs in the northern Gulf of Mexico: before and after the Deepwater Horizon oil spill. Coral Reefs. Volume 35, Issue 1, pp 77-90.","NOAA, National Centers for Coastal Ocean Science",Thesea nivea,NA,gorgonian coral,NA,species,418857,urn:lsid:marinespecies.org:taxname:418857,Cnidaria,Anthozoa,Octocorallia,Alcyonacea,Holaxonia,Plexauridae,NA,Thesea,NA,nivea,NA,"Deichmann, 1936",NA,-999,NA,NA,NA,NA,"Wickes, Leslie | Dubick, JD | Frometa, Janessy",2015,ID by expert from video,-999,NA,North Atlantic,Gulf of Mexico,USA,Gulf of Mexico,Alabama Alps Reef,29.25062,-88.33849,73,averaged,72,73,ObservationTime is start time of transect | Latitude/Longitude calculated using Midpoint Formula | Difference from ETOPO1: 23.00 m,7/1/14 0:00,2014,9:25:24,,Walton Smith R/V,"Etnoyer, Peter","DOC, National Oceanic and Atomospheric Administration",Deepwater Horizon Natural Resource Damage Assessment,NA,NA,,ROV,Global Explorer MK3 DSR/V,-999,NA,NA,4,present,-999,NA,NA,-999,-999,-999,NA,NA,NA,29.25034,-88.33826,29.25091,-88.33871,NA,NA,20m,USBL,NA,NA,NA,NA,NA,NA,-999,-999,-999,-999,NA,-999,-999,-999,video observation,"NOAA, Office of Response and Restoration","Etnoyer, Peter: peter.etnoyer@noaa.gov",2/23/16 0:00,NA,8/30/16 0:00,"Wickes, Leslie",leslie.wickes@noaa.gov,NA,98,94,96,Northern Gulf of Mexico,Thesea nivea_NA,-90.246,181.609,1.6845022,263.0287781,20.1700001,0.648636461,-0.761098378
71,0,20210803-0,DWH_NRDA_WS-14-06,586844,132,NA,NA,NA,"Etnoyer et al. 2015. Decline in condition of gorgonian octocorals on mesophotic reefs in the northern Gulf of Mexico: before and after the Deepwater Horizon oil spill. Coral Reefs. Volume 35, Issue 1, pp 77-90.","NOAA, National Centers for Coastal Ocean Science",Thesea nivea,NA,gorgonian coral,NA,species,418857,urn:lsid:marinespecies.org:taxname:418857,Cnidaria,Anthozoa,Octocorallia,Alcyonacea,Holaxonia,Plexauridae,NA,Thesea,NA,nivea,NA,"Deichmann, 1936",NA,-999,NA,NA,NA,NA,"Wickes, Leslie | Dubick, JD | Frometa, Janessy",2015,ID by expert from video,-999,NA,North Atlantic,Gulf of Mexico,USA,Gulf of Mexico,Yellowtail Reef,29.44964,-87.59157,62,averaged,61,62,ObservationTime is start time of transect | Latitude/Longitude calculated using Midpoint Formula | Difference from ETOPO1: 10.00 m,7/5/14 0:00,2014,12:17:47,,Walton Smith R/V,"Etnoyer, Peter","DOC, National Oceanic and Atomospheric Administration",Deepwater Horizon Natural Resource Damage Assessment,NA,NA,,ROV,Global Explorer MK3 DSR/V,-999,NA,NA,1,present,-999,NA,NA,-999,-999,-999,Live,NA,NA,29.44961,-87.59141,29.44967,-87.59172,NA,NA,20m,USBL,NA,NA,NA,NA,NA,NA,-999,-999,-999,-999,NA,-999,-999,-999,video observation,"NOAA, Office of Response and Restoration","Etnoyer, Peter: peter.etnoyer@noaa.gov",2/23/16 0:00,NA,8/30/16 0:00,"Wickes, Leslie",leslie.wickes@noaa.gov,NA,71,72,72,Northern Gulf of Mexico,Thesea nivea_NA,-67.985,181.26,0.709749,133.8343353,19.9200001,-0.311382508,0.950284659
72,0,20210803-0,DWH_NRDA_WS-14-06,586846,75,NA,NA,NA,"Etnoyer et al. 2015. Decline in condition of gorgonian octocorals on mesophotic reefs in the northern Gulf of Mexico: before and after the Deepwater Horizon oil spill. Coral Reefs. Volume 35, Issue 1, pp 77-90.","NOAA, National Centers for Coastal Ocean Science",Thesea nivea,NA,gorgonian coral,NA,species,418857,urn:lsid:marinespecies.org:taxname:418857,Cnidaria,Anthozoa,Octocorallia,Alcyonacea,Holaxonia,Plexauridae,NA,Thesea,NA,nivea,NA,"Deichmann, 1936",NA,-999,NA,NA,NA,NA,"Wickes, Leslie | Dubick, JD | Frometa, Janessy",2015,ID by expert from video,-999,NA,North Atlantic,Gulf of Mexico,USA,Gulf of Mexico,Alabama Alps Reef,29.25456,-88.3395,72,averaged,71,72,ObservationTime is start time of transect | Latitude/Longitude calculated using Midpoint Formula | Difference from ETOPO1: 24.00 m,6/30/14 0:00,2014,11:53:04,,Walton Smith R/V,"Etnoyer, Peter","DOC, National Oceanic and Atomospheric Administration",Deepwater Horizon Natural Resource Damage Assessment,NA,NA,,ROV,Global Explorer MK3 DSR/V,-999,NA,NA,5,present,-999,NA,NA,-999,-999,-999,NA,NA,NA,29.25505,-88.33966,29.25408,-88.33934,NA,NA,20m,USBL,NA,NA,NA,NA,NA,NA,-999,-999,-999,-999,NA,-999,-999,-999,video observation,"NOAA, Office of Response and Restoration","Etnoyer, Peter: peter.etnoyer@noaa.gov",2/23/16 0:00,NA,8/30/16 0:00,"Wickes, Leslie",leslie.wickes@noaa.gov,NA,95,94,96,Northern Gulf of Mexico,Thesea nivea_NA,-76.893,183.477,0.3686467,313.7398987,20.1700001,0.913347009,-0.407182075
73,0,20210803-0,DWH_NRDA_WS-14-06,586847,5,NA,NA,NA,"Etnoyer et al. 2015. Decline in condition of gorgonian octocorals on mesophotic reefs in the northern Gulf of Mexico: before and after the Deepwater Horizon oil spill. Coral Reefs. Volume 35, Issue 1, pp 77-90.","NOAA, National Centers for Coastal Ocean Science",Thesea nivea,NA,gorgonian coral,NA,species,418857,urn:lsid:marinespecies.org:taxname:418857,Cnidaria,Anthozoa,Octocorallia,Alcyonacea,Holaxonia,Plexauridae,NA,Thesea,NA,nivea,NA,"Deichmann, 1936",NA,-999,NA,NA,NA,NA,"Wickes, Leslie | Dubick, JD | Frometa, Janessy",2015,ID by expert from video,-999,NA,North Atlantic,Gulf of Mexico,USA,Gulf of Mexico,Alabama Alps Reef,29.25153,-88.33902,71,averaged,70,72,ObservationTime is start time of transect | Latitude/Longitude calculated using Midpoint Formula | Difference from ETOPO1: 25.00 m,6/24/14 0:00,2014,15:36:19,,Walton Smith R/V,"Etnoyer, Peter","DOC, National Oceanic and Atomospheric Administration",Deepwater Horizon Natural Resource Damage Assessment,NA,NA,,ROV,Global Explorer MK3 DSR/V,-999,NA,NA,1,present,-999,NA,NA,-999,-999,-999,11-50% damaged,NA,NA,29.25134,-88.33899,29.25173,-88.33905,NA,NA,20m,USBL,NA,NA,NA,NA,NA,NA,-999,-999,-999,-999,NA,-999,-999,-999,video observation,"NOAA, Office of Response and Restoration","Etnoyer, Peter: peter.etnoyer@noaa.gov",2/23/16 0:00,NA,8/30/16 0:00,"Wickes, Leslie",leslie.wickes@noaa.gov,NA,97,94,96,Northern Gulf of Mexico,Thesea nivea_NA,-90.246,184.808,1.6845022,263.0287781,20.1700001,0.648636461,-0.761098378
74,0,20210803-0,DWH_NRDA_WS-14-06,586852,98,NA,NA,NA,"Etnoyer et al. 2015. Decline in condition of gorgonian octocorals on mesophotic reefs in the northern Gulf of Mexico: before and after the Deepwater Horizon oil spill. Coral Reefs. Volume 35, Issue 1, pp 77-90.","NOAA, National Centers for Coastal Ocean Science",Thesea nivea,NA,gorgonian coral,NA,species,418857,urn:lsid:marinespecies.org:taxname:418857,Cnidaria,Anthozoa,Octocorallia,Alcyonacea,Holaxonia,Plexauridae,NA,Thesea,NA,nivea,NA,"Deichmann, 1936",NA,-999,NA,NA,NA,NA,"Wickes, Leslie | Dubick, JD | Frometa, Janessy",2015,ID by expert from video,-999,NA,North Atlantic,Gulf of Mexico,USA,Gulf of Mexico,Alabama Alps Reef,29.25077,-88.33736,73,reported,73,73,ObservationTime is start time of transect | Latitude/Longitude calculated using Midpoint Formula | Difference from ETOPO1: 23.00 m,7/1/14 0:00,2014,9:04:10,,Walton Smith R/V,"Etnoyer, Peter","DOC, National Oceanic and Atomospheric Administration",Deepwater Horizon Natural Resource Damage Assessment,NA,NA,,ROV,Global Explorer MK3 DSR/V,-999,NA,NA,4,present,-999,NA,NA,-999,-999,-999,Live,NA,NA,29.25099,-88.33731,29.25054,-88.3374,NA,NA,20m,USBL,NA,NA,NA,NA,NA,NA,-999,-999,-999,-999,NA,-999,-999,-999,video observation,"NOAA, Office of Response and Restoration","Etnoyer, Peter: peter.etnoyer@noaa.gov",2/23/16 0:00,NA,8/30/16 0:00,"Wickes, Leslie",leslie.wickes@noaa.gov,NA,97,94,96,Northern Gulf of Mexico,Thesea nivea_NA,-73.253,181.609,0.2987649,32.4811707,20.1700001,0.484290605,0.874907201
75,0,20210803-0,DWH_NRDA_WS-14-06,586853,96,NA,NA,NA,"Etnoyer et al. 2015. Decline in condition of gorgonian octocorals on mesophotic reefs in the northern Gulf of Mexico: before and after the Deepwater Horizon oil spill. Coral Reefs. Volume 35, Issue 1, pp 77-90.","NOAA, National Centers for Coastal Ocean Science",Thesea nivea,NA,gorgonian coral,NA,species,418857,urn:lsid:marinespecies.org:taxname:418857,Cnidaria,Anthozoa,Octocorallia,Alcyonacea,Holaxonia,Plexauridae,NA,Thesea,NA,nivea,NA,"Deichmann, 1936",NA,-999,NA,NA,NA,NA,"Wickes, Leslie | Dubick, JD | Frometa, Janessy",2015,ID by expert from video,-999,NA,North Atlantic,Gulf of Mexico,USA,Gulf of Mexico,Alabama Alps Reef,29.25192,-88.33774,75,reported,75,75,ObservationTime is start time of transect | Latitude/Longitude calculated using Midpoint Formula | Difference from ETOPO1: 21.00 m,7/1/14 0:00,2014,8:53:01,,Walton Smith R/V,"Etnoyer, Peter","DOC, National Oceanic and Atomospheric Administration",Deepwater Horizon Natural Resource Damage Assessment,NA,NA,,ROV,Global Explorer MK3 DSR/V,-999,NA,NA,1,present,-999,NA,30-50 cm,30,50,-999,Live,NA,NA,29.25223,-88.33776,29.2516,-88.33771,NA,NA,20m,USBL,NA,NA,NA,NA,NA,NA,-999,-999,-999,-999,NA,-999,-999,-999,video observation,"NOAA, Office of Response and Restoration","Etnoyer, Peter: peter.etnoyer@noaa.gov",2/23/16 0:00,NA,8/30/16 0:00,"Wickes, Leslie",leslie.wickes@noaa.gov,NA,96,94,96,Northern Gulf of Mexico,Thesea nivea_NA,-73.253,181.609,0.2987649,32.4811707,20.1700001,0.484290605,0.874907201
76,0,20210803-0,DWH_NRDA_WS-14-06,586854,43,NA,NA,NA,"Etnoyer et al. 2015. Decline in condition of gorgonian octocorals on mesophotic reefs in the northern Gulf of Mexico: before and after the Deepwater Horizon oil spill. Coral Reefs. Volume 35, Issue 1, pp 77-90.","NOAA, National Centers for Coastal Ocean Science",Thesea nivea,NA,gorgonian coral,NA,species,418857,urn:lsid:marinespecies.org:taxname:418857,Cnidaria,Anthozoa,Octocorallia,Alcyonacea,Holaxonia,Plexauridae,NA,Thesea,NA,nivea,NA,"Deichmann, 1936",NA,-999,NA,NA,NA,NA,"Wickes, Leslie | Dubick, JD | Frometa, Janessy",2015,ID by expert from video,-999,NA,North Atlantic,Gulf of Mexico,USA,Gulf of Mexico,Roughtongue Reef,29.4385,-87.57561,66,reported,66,66,ObservationTime is start time of transect | Latitude/Longitude calculated using Midpoint Formula | Difference from ETOPO1: 15.00 m,6/28/14 0:00,2014,13:19:45,,Walton Smith R/V,"Etnoyer, Peter","DOC, National Oceanic and Atomospheric Administration",Deepwater Horizon Natural Resource Damage Assessment,NA,NA,,ROV,Global Explorer MK3 DSR/V,-999,NA,NA,1,present,-999,NA,NA,-999,-999,-999,51-90% damaged,NA,NA,29.43817,-87.5754,29.43884,-87.57582,NA,NA,20m,USBL,NA,NA,NA,NA,NA,NA,-999,-999,-999,-999,NA,-999,-999,-999,video observation,"NOAA, Office of Response and Restoration","Etnoyer, Peter: peter.etnoyer@noaa.gov",2/23/16 0:00,NA,8/30/16 0:00,"Wickes, Leslie",leslie.wickes@noaa.gov,NA,78,77,81,Northern Gulf of Mexico,Thesea nivea_NA,-66.271,180.412,0.6311526,99.6526566,19.9200001,0.638454079,-0.769659917
